                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    2940                                     1569                  2.0000000000000000E+000                  8.9999999999999993E-003                  1.3440065184898915E+009                  1.4299486621223939E+003                  4.6132651851547762E+003                  1.2059364850334707E+002                  1.7190897003512045E+001                  2.8958461296424312E+000                  2.1901178673599903E-098                  1.0011474416041549E-099                  4.9890927768500352E-049                  2.6558015262802481E-001                  1.7108860846979509E-043                  7.2261360911719585E-001                  8.6584504677620863E-004                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.0950467248648930E+000                  5.1358841736113203E-004                  6.2674798006892840E-001                  7.3423988298985055E-002                  3.0644371604359368E-003                  1.9314457996138087E-001                  1.7327281584433583E-003                  4.6103793522226988E-001                  2.6072484432698811E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0441717558726680E+005                  4.5437866006002572E+004                  1.6584621369544932E+008                  6.3872057980013047E+001                  6.0882583615729260E+001                  2.0616927580347455E+000                  5.2997453302081414E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.2413620107896600E+016                               "r23.05.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250327"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  2.0000000000000000E+000                  1.2352985383224120E+000                  3.6640085518180148E+000                 -7.6814839898862495E+000                  3.8020250212973754E+000                  7.3499999998218246E-001                  2.5600000002094458E-001                  8.9999999968729538E-003                  7.8557844989128761E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9999999999985001E+000                  1.2352985354284423E+000                  3.6640088478251696E+000                 -7.6814819183040166E+000                  3.8020273891296252E+000                  7.3499999998218224E-001                  2.5600000002094486E-001                  8.9999999968728428E-003                  7.8558437762393857E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9999999999966329E+000                  1.2352985318260681E+000                  3.6640093725351472E+000                 -7.6814782462050131E+000                  3.8020315863691350E+000                  7.3499999998218191E-001                  2.5600000002094520E-001                  8.9999999968728428E-003                  7.8559418841242417E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9999999999925313E+000                  1.2352985239129759E+000                  3.6640103924285850E+000                 -7.6814711088038550E+000                  3.8020397445006315E+000                  7.3499999998218146E-001                  2.5600000002094575E-001                  8.9999999968728428E-003                  7.8561180390155670E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9999999999850313E+000                  1.2352985094435540E+000                  3.6640122880069015E+000                 -7.6814578437551280E+000                  3.8020549066833937E+000                  7.3499999998218035E-001                  2.5600000002094708E-001                  8.9999999968726208E-003                  7.8564851394435948E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9999999999709686E+000                  1.2352984823142126E+000                  3.6640165248029772E+000                 -7.6814281976321270E+000                  3.8020887930807654E+000                  7.3499999998212462E-001                  2.5600000002101264E-001                  8.9999999968627398E-003                  7.8630358006951634E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9999999999368379E+000                  1.2352984164735159E+000                  3.6640207360567931E+000                 -7.6813987345435741E+000                  3.8021224708824568E+000                  7.3499999998203602E-001                  2.5600000002111667E-001                  8.9999999968473077E-003                  7.8731204617282601E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9999999999230684E+000                  1.2352983899129688E+000                  3.6640239449885108E+000                 -7.6813762861293542E+000                  3.8021481308653398E+000                  7.3499999998200294E-001                  2.5600000002115564E-001                  8.9999999968414235E-003                  7.8770979819997668E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9999999999003388E+000                  1.2352983460714824E+000                  3.6640283453342426E+000                 -7.6813455066134360E+000                  3.8021833143446027E+000                  7.3499999998193810E-001                  2.5600000002123180E-001                  8.9999999968300992E-003                  7.8846482537482263E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
