                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    2200                                     1368                  2.0000000000000000E+000                  8.9999999999999993E-003                  1.0664908978967068E+009                  1.0520238376113125E+005                  4.9611691856628304E+003                  3.4088948510132184E+001                  7.9029982977692415E+000                  2.1251952392312887E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8137424393767769E-001                  9.9015147221872650E-003                  5.7097831042108469E-003                  1.9248965170254263E-004                  8.6114278891181030E-004                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.1874538597395148E+000                  5.6195912350290669E-004                  7.9206164740256457E-001                  3.5173290661856694E-003                  3.9966660438651418E-003                  6.7409074031227383E-003                  1.7332455400250336E-003                  3.3098966663626944E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5722800039156681E+005                  3.4965150808495568E+005                  5.8670040802389205E+008                  3.2447375825799888E+001                  3.1945365341706562E+001                  4.9464690671818484E-001                  2.2225300796632852E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.3655893159465116E+016                               "r23.05.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250327"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  2.0000000000000000E+000                  8.9779188839632895E-001                  3.6955853487622545E+000                 -7.3605590396675380E+000                  4.1545064946416277E+000                  7.3499999998218246E-001                  2.5600000002094458E-001                  8.9999999968729538E-003                  1.6450118848650643E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9999999999985001E+000                  8.9779187417012574E-001                  3.6955882921113945E+000                 -7.3605384413874999E+000                  4.1545300389271160E+000                  7.3499999998218224E-001                  2.5600000002094486E-001                  8.9999999968728428E-003                  1.6450944894411665E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9999999999966329E+000                  8.9779185646230397E-001                  3.6955935097313142E+000                 -7.3605019317336868E+000                  4.1545717709115006E+000                  7.3499999998218191E-001                  2.5600000002094520E-001                  8.9999999968728428E-003                  1.6452394543095482E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9999999999925313E+000                  8.9779181756763371E-001                  3.6956036520866937E+000                 -7.3604309795156615E+000                  4.1546528746490603E+000                  7.3499999998218146E-001                  2.5600000002094575E-001                  8.9999999968728428E-003                  1.6455181696522072E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9999999999850313E+000                  8.9779174645754156E-001                  3.6956225051476315E+000                 -7.3602991515010396E+000                  4.1548035727845019E+000                  7.3499999998218035E-001                  2.5600000002094708E-001                  8.9999999968726208E-003                  1.6460444667597212E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9999999999709686E+000                  8.9779161316648959E-001                  3.6956646534359332E+000                 -7.3600047080331770E+000                  4.1551402027923876E+000                  7.3499999998212462E-001                  2.5600000002101264E-001                  8.9999999968627398E-003                  1.6484219007077256E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9999999999368379E+000                  8.9779128987674639E-001                  3.6957065743420183E+000                 -7.3597123409221297E+000                  4.1554745290578525E+000                  7.3499999998203602E-001                  2.5600000002111667E-001                  8.9999999968473077E-003                  1.6515357477927039E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9999999999230684E+000                  8.9779115953841115E-001                  3.6957385245311425E+000                 -7.3594897435929845E+000                  4.1557291058214743E+000                  7.3499999998200294E-001                  2.5600000002115564E-001                  8.9999999968414235E-003                  1.6531319547210145E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9999999999003388E+000                  8.9779094449771091E-001                  3.6957823549126232E+000                 -7.3591847708056477E+000                  4.1560779492723947E+000                  7.3499999998193810E-001                  2.5600000002123180E-001                  8.9999999968300992E-003                  1.6557617577301194E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.9999999998730196E+000                  8.9779068621412150E-001                  3.6958580582651126E+000                 -7.3586589784010092E+000                  4.1566795149937565E+000                  7.3499999998185461E-001                  2.5600000002133000E-001                  8.9999999968153332E-003                  1.6596636056320109E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.9999999998139375E+000                  8.9779012831263194E-001                  3.6959366138132350E+000                 -7.3581149887717130E+000                  4.1573021334389031E+000                  7.3499999998179910E-001                  2.5600000002139528E-001                  8.9999999968055633E-003                  1.6630041980869244E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.9999999997834688E+000                  8.9778984096076597E-001                  3.6959921555881019E+000                 -7.3577311444808977E+000                  4.1577415716241548E+000                  7.3499999998177279E-001                  2.5600000002142603E-001                  8.9999999968011224E-003                  1.6650712571858778E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.9999999997506563E+000                  8.9778953177766152E-001                  3.6960717874501197E+000                 -7.3571819657927016E+000                  4.1583704573682967E+000                  7.3499999998172671E-001                  2.5600000002148032E-001                  8.9999999967929067E-003                  1.6682278251168130E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.9999999996927951E+000                  8.9778898725377954E-001                  3.6962368419306437E+000                 -7.3560479235215945E+000                  4.1596697117031649E+000                  7.3499999998164156E-001                  2.5600000002158046E-001                  8.9999999967780298E-003                  1.6745329096959576E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.9999999995629123E+000                  8.9778776812713645E-001                  3.6964113637370701E+000                 -7.3548565830354038E+000                  4.1610357438039793E+000                  7.3499999998159671E-001                  2.5600000002163303E-001                  8.9999999967702582E-003                  1.6801580108674895E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.9999999994947968E+000                  8.9778713052048720E-001                  3.6966145210662540E+000                 -7.3534769452674507E+000                  4.1626187394442251E+000                  7.3499999998153398E-001                  2.5600000002170686E-001                  8.9999999967591560E-003                  1.6869468083586864E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.9999999993326876E+000                  8.9778561786404276E-001                  3.6968237445804113E+000                 -7.3520673740514964E+000                  4.1642377453095412E+000                  7.3499999998149346E-001                  2.5600000002175444E-001                  8.9999999967520505E-003                  1.6933632666587090E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.9999999992584689E+000                  8.9778492756139505E-001                  3.6969596585188751E+000                 -7.3511562922917051E+000                  4.1652848799956530E+000                  7.3499999998146892E-001                  2.5600000002178319E-001                  8.9999999967478317E-003                  1.6974848377786427E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.9999999991793671E+000                  8.9778419338229054E-001                  3.6971581877052770E+000                 -7.3498321804091393E+000                  4.1668077267581447E+000                  7.3499999998144516E-001                  2.5600000002181117E-001                  8.9999999967436128E-003                  1.7032197392820645E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.9999999990348358E+000                  8.9778285599339525E-001                  3.6974720131169589E+000                 -7.3477564552274641E+000                  4.1691976094458694E+000                  7.3499999998137555E-001                  2.5600000002189316E-001                  8.9999999967312894E-003                  1.7130003012190855E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.9999999988268280E+000                  8.9778094039371870E-001                  3.6977984635224410E+000                 -7.3456210648921285E+000                  4.1716598051713785E+000                  7.3499999998137333E-001                  2.5600000002189571E-001                  8.9999999967309563E-003                  1.7214971192981795E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.9999999986696015E+000                  8.9777949953741132E-001                  3.6980891016658286E+000                 -7.3437379397347682E+000                  4.1738338915997764E+000                  7.3499999998136767E-001                  2.5600000002190226E-001                  8.9999999967300681E-003                  1.7291105836424847E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.9999999985026096E+000                  8.9777797579264063E-001                  3.6985184837278751E+000                 -7.3409852635235104E+000                  4.1770164387042961E+000                  7.3499999998136201E-001                  2.5600000002190898E-001                  8.9999999967289579E-003                  1.7402413428541510E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.9999999981920624E+000                  8.9777516002333324E-001                  3.6994739480871406E+000                 -7.3349815394096600E+000                  4.1839767617012669E+000                  7.3499999998135979E-001                  2.5600000002191153E-001                  8.9999999967287359E-003                  1.7648299026197069E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.9999999974459686E+000                  8.9776848775018314E-001                  3.7007413723267883E+000                 -7.3273189848862028E+000                  4.1929083616856042E+000                  7.3499999998135879E-001                  2.5600000002191270E-001                  8.9999999967285138E-003                  2.0358314770919445E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.9999999968112030E+000                  8.9776291012102727E-001                  3.7026815708594074E+000                 -7.3160837664778100E+000                  4.2060864402278240E+000                  7.3499999995892396E-001                  2.5600000004439749E-001                  8.9999999966785538E-003                  2.0901455979829117E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.9999999953561249E+000                  8.9775045022595135E-001                  3.7046726786615349E+000                 -7.3053453952920533E+000                  4.2188189371802771E+000                  7.3499999388170079E-001                  2.5600000714718130E-001                  8.9999989711179174E-003                  2.0071131495454786E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.9999999947311251E+000                  8.9774522871441653E-001                  3.7067891022755077E+000                 -7.2944635276205423E+000                  4.2318187195609411E+000                  7.3499533307190890E-001                  2.5600467152429579E-001                  8.9999954037953689E-003                  1.9749361124701765E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.9999999931686250E+000                  8.9773249716346859E-001                  3.7089991160755855E+000                 -7.2839303752233731E+000                  4.2445531919613941E+000                  7.3496450190794693E-001                  2.5603550327081065E-001                  8.9999948212424741E-003                  1.9187703743317548E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.9999999925240937E+000                  8.9772737092388932E-001                  3.7111359622392541E+000                 -7.2742165999603667E+000                  4.2563853936213816E+000                  7.3490967416445963E-001                  2.5609033015626032E-001                  8.9999956792801150E-003                  1.9397915756069642E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.9999999910592496E+000                  8.9771597742203668E-001                  3.7146311392322935E+000                 -7.2595156762653987E+000                  4.2744862433852919E+000                  7.3465861022448442E-001                  2.5634134006702497E-001                  9.0000497084905540E-003                  1.9458944930550330E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.9999999891842499E+000                  8.9770187789603606E-001                  3.7188538125644257E+000                 -7.2435314959610793E+000                  4.2945465103942189E+000                  7.3427655838913131E-001                  2.5672298094654550E-001                  9.0004606643232510E-003                  1.9843054632592796E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.9999999871920624E+000                  8.9768743706848653E-001                  3.7234122520138460E+000                 -7.2282036259271720E+000                  4.3142915495846914E+000                  7.3390559757775353E-001                  2.5708999381360748E-001                  9.0044086086389363E-003                  2.0418327799946953E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.9999999851998747E+000                  8.9767349565574028E-001                  3.7270742206781411E+000                 -7.2172249068779193E+000                  4.3288091243874076E+000                  7.3358391560287317E-001                  2.5740476129955064E-001                  9.0113230975761294E-003                  2.0829809296743632E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.9999999841451872E+000                  8.9766629862493097E-001                  3.7296730191606695E+000                 -7.2099522797460569E+000                  4.3385834571009489E+000                  7.3333043434847855E-001                  2.5765681010376923E-001                  9.0127555477521604E-003                  2.1105708716108238E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.9999999830905002E+000                  8.9765922076201454E-001                  3.7328858507814262E+000                 -7.2015361942982530E+000                  4.3500650875096722E+000                  7.3295216919463568E-001                  2.5802291744575379E-001                  9.0249133596105313E-003                  2.1420597221293307E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  1.9999999816061249E+000                  8.9764944993854301E-001                  3.7367994301080318E+000                 -7.1922322442979230E+000                  4.3631169485073515E+000                  7.3252313638456490E-001                  2.5844191764690305E-001                  9.0349459685320488E-003                  2.1786902022893286E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  1.9999999801217498E+000                  8.9763988557181784E-001                  3.7424131034781309E+000                 -7.1802701245864498E+000                  4.3804599899335592E+000                  7.3191704089435528E-001                  2.5903748750398736E-001                  9.0454716016573622E-003                  2.2281745840290150E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  1.9999999775210675E+000                  8.9762358223213334E-001                  3.7520036966684360E+000                 -7.1556575967339704E+000                  4.4065289576021245E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.3867055704504774E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  1.9999999736670826E+000                  8.9760075015298668E-001                  3.7623203219231702E+000                 -7.1431989613296807E+000                  4.4293406731008291E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.4521138785645592E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  1.9999999715473908E+000                  8.9758854615661954E-001                  3.7704237947581962E+000                 -7.1358435211522320E+000                  4.4448339102099474E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.4916277456120774E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      42                  1.9999999694276991E+000                  8.9757654610993542E-001                  3.7781712692359912E+000                 -7.1310151274667106E+000                  4.4574490706205987E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.5179307860155474E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      43                  1.9999999679824547E+000                  8.9756845415867359E-001                  3.7850983310455204E+000                 -7.1280170424988798E+000                  4.4674159543255625E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.5344107433071073E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      44                  1.9999999665372103E+000                  8.9756041742889292E-001                  3.7928560956551434E+000                 -7.1260869762281640E+000                  4.4771599375044326E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.5450804608297665E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      45                  1.9999999650919660E+000                  8.9755241589300538E-001                  3.8016413257310591E+000                 -7.1254200084969916E+000                  4.4866907847785367E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.5487790336073930E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      46                  1.9999999636467216E+000                  8.9754442619477282E-001                  3.8112703334939257E+000                 -7.1261393862784796E+000                  4.4957099453455722E+000                  7.1207402458991265E-001                  2.7885731014582299E-001                  9.0686652642644194E-003                  2.5447915558682393E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
