                                           1                                           2                                           3                                           4                                           5                                           6                                           7                                           8                                           9                                          10                                          11
                              version_number                                    compiler                                       build                            MESA_SDK_version                                math_backend                                        date                                   burn_min1                                   burn_min2                                        msun                                        rsun                                        lsun
                                  "r23.05.1"                                  "gfortran"                                    "13.3.0"                       "x86_64-linux-24.7.1"                                    "CRMATH"                                  "20250329"                     5.0000000000000000E+001                     1.0000000000000000E+003                     1.9884098706980504E+033                     6.9570000000000000E+010                     3.8280000000000003E+033

                                           1                                           2                                           3                                           4                                           5                                           6                                           7                                           8                                           9                                          10                                          11                                          12                                          13                                          14                                          15                                          16                                          17                                          18                                          19                                          20                                          21                                          22                                          23                                          24                                          25                                          26                                          27                                          28                                          29                                          30                                          31                                          32                                          33                                          34                                          35                                          36                                          37                                          38                                          39                                          40                                          41                                          42                                          43                                          44                                          45                                          46                                          47                                          48                                          49                                          50                                          51                                          52                                          53                                          54                                          55                                          56                                          57                                          58                                          59                                          60                                          61                                          62                                          63                                          64                                          65                                          66                                          67                                          68                                          69                                          70                                          71                                          72                                          73                                          74                                          75                                          76                                          77                                          78
                                model_number                                    star_age                                   star_mass                                   star_mdot                                he_core_mass                                 c_core_mass                                 o_core_mass                                       log_L                              log_L_div_Ledd                                      log_LH                                     log_LHe                                      log_LZ                                    log_Teff                               log_abs_Lgrav                                       log_R                                       log_g                                  log_surf_z                              surf_avg_omega                              surf_avg_v_rot                    surf_num_c12_div_num_o16                             v_wind_Km_per_s                         surf_avg_omega_crit               surf_avg_omega_div_omega_crit                             surf_avg_v_crit                       surf_avg_v_div_v_crit                      surf_avg_Lrad_div_Ledd                           v_div_csound_surf                                  surface_h1                                 surface_he3                                 surface_he4                                 surface_li7                                 surface_be9                                 surface_b11                                 surface_c12                                 surface_c13                                 surface_n14                                 surface_o16                                 surface_f19                                surface_ne20                                surface_na23                                surface_mg24                                surface_si28                                 surface_s32                                surface_ca40                                surface_ti48                                surface_fe56                                log_center_T                              log_center_Rho                           center_degeneracy                                center_omega                                center_gamma                              mass_conv_core                                   center_h1                                  center_he4                                  center_c12                                  center_n14                                  center_o16                                 center_ne20                                 center_mg24                                 center_si28                                          pp                                         cno                                    tri_alfa                                      burn_c                                      burn_n                                      burn_o                                     c12_c12                                    delta_nu                                    delta_Pg                                      nu_max                             acoustic_cutoff                     max_conv_vel_div_csound                         max_gradT_div_grada                          gradT_excess_alpha                              min_Pgas_div_P                          max_L_rad_div_Ledd                                   e_thermal                                       phase
                              1.00000000e+00                              4.57507744e+02                              7.09999954e+00                             -8.79402585e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.22780913e+00                             -3.00557649e+00                             -5.05051903e+00                             -9.90000000e+01                             -9.90000000e+01                              3.58878832e+00                              3.22781203e+00                              1.95900509e+00                              1.37135128e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.37519434e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -7.50706777e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.79595153e+00                             -4.01423305e+00                             -1.08335223e+01                              0.00000000e+00                              1.93703404e-02                              7.09998559e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -5.05051903e+00                             -5.93485087e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.36500769e-01                              0.00000000e+00                              3.24398811e+00                              3.12589233e+01                              5.23002729e-01                              7.62443308e+00                              0.00000000e+00                              9.52169608e-01                              6.73310360e-02                              1.93361012e+48                             -1.00000000e+00
                              2.00000000e+00                              4.77084989e+02                              7.09999952e+00                             -8.69937649e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.22495399e+00                             -3.00342542e+00                             -5.01809297e+00                             -9.90000000e+01                             -9.90000000e+01                              3.58903657e+00                              3.22495631e+00                              1.95708100e+00                              1.37519945e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.37487615e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -7.38971766e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.79782865e+00                             -4.00857479e+00                             -1.08269034e+01                              0.00000000e+00                              1.93707403e-02                              7.09998524e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -5.01809297e+00                             -5.92316149e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.39337722e-01                              0.00000000e+00                              3.27197370e+00                              3.15305433e+01                              5.22793191e-01                              7.62304861e+00                              0.00000000e+00                              9.52172897e-01                              6.73181999e-02                              1.94200579e+48                             -1.00000000e+00
                              3.00000000e+00                              4.97328278e+02                              7.09999950e+00                             -8.60255888e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.22380111e+00                             -2.99071649e+00                             -4.98474480e+00                             -9.90000000e+01                             -9.90000000e+01                              3.58976630e+00                              3.22380264e+00                              1.95504510e+00                              1.37927125e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.43326480e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -7.44605127e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.79976117e+00                             -4.00274982e+00                             -1.08200704e+01                              0.00000000e+00                              1.93711476e-02                              7.09998488e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.98474480e+00                             -5.91114166e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.42681958e-01                              0.00000000e+00                              3.30002391e+00                              3.17920855e+01                              5.20748721e-01                              7.62577868e+00                              0.00000000e+00                              9.52176286e-01                              6.73047611e-02                              1.95068568e+48                             -1.00000000e+00
                              4.00000000e+00                              5.18319069e+02                              7.09999949e+00                             -8.52332913e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.22316040e+00                             -2.97319230e+00                             -4.95038471e+00                             -9.90000000e+01                             -9.90000000e+01                              3.59066521e+00                              3.22316143e+00                              1.95292694e+00                              1.38350758e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.51721743e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -7.46418711e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.80175449e+00                             -3.99674141e+00                             -1.08130080e+01                              0.00000000e+00                              1.93715706e-02                              7.09998593e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.95038471e+00                             -5.89875933e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.46284658e-01                              0.00000000e+00                              3.32891486e+00                              3.20577688e+01                              5.19811966e-01                              7.62874570e+00                              0.00000000e+00                              9.52179800e-01                              6.72905773e-02                              1.95967806e+48                             -1.00000000e+00
                              5.00000000e+00                              5.40185902e+02                              7.09999947e+00                             -8.45734888e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.22245332e+00                             -2.95453724e+00                             -4.91486478e+00                             -9.90000000e+01                             -9.90000000e+01                              3.59158511e+00                              3.22245389e+00                              1.95073359e+00                              1.38789427e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.60898251e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -7.40903354e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.80381760e+00                             -3.99052188e+00                             -1.08056940e+01                              0.00000000e+00                              1.93720202e-02                              7.09998827e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.91486478e+00                             -5.88596172e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.50041927e-01                              0.00000000e+00                              3.35916380e+00                              3.23357131e+01                              5.20462902e-01                              7.62554228e+00                              0.00000000e+00                              9.52183496e-01                              6.72754800e-02                              1.96903133e+48                             -1.00000000e+00
                              6.00000000e+00                              5.63126661e+02                              7.09999945e+00                             -8.40116895e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.21941747e+00                             -2.95343228e+00                             -4.87810939e+00                             -9.90000000e+01                             -9.90000000e+01                              3.59192311e+00                              3.21941948e+00                              1.94853967e+00                              1.39228211e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.62112315e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -7.02162669e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.80595537e+00                             -3.98407464e+00                             -1.07981202e+01                              0.00000000e+00                              1.93725247e-02                              7.09999220e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.87810939e+00                             -5.87272246e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.53387881e-01                              0.00000000e+00                              3.39196882e+00                              3.26539471e+01                              5.24579225e-01                              7.59921581e+00                              0.00000000e+00                              9.52187601e-01                              6.72592656e-02                              1.97877843e+48                             -1.00000000e+00
                              7.00000000e+00                              5.87021387e+02                              7.09999943e+00                             -8.29965865e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.21618296e+00                             -2.95505554e+00                             -4.84034132e+00                             -9.90000000e+01                             -9.90000000e+01                              3.59224280e+00                              3.21618491e+00                              1.94628304e+00                              1.39679537e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.62448933e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -6.88321582e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.80815492e+00                             -3.97744056e+00                             -1.07903556e+01                              0.00000000e+00                              1.93730515e-02                              7.09999243e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.84034132e+00                             -5.85912153e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.56854778e-01                              0.00000000e+00                              3.42614859e+00                              3.29851892e+01                              5.24757003e-01                              7.61429981e+00                              0.00000000e+00                              9.52191946e-01                              6.72422825e-02                              1.98886152e+48                             -1.00000000e+00
                              8.00000000e+00                              6.11935731e+02                              7.09999941e+00                             -8.19844637e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.21287339e+00                             -2.95437436e+00                             -4.80153136e+00                             -9.90000000e+01                             -8.97150476e+01                              3.59257655e+00                              3.21287563e+00                              1.94396074e+00                              1.40143997e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.62842392e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -6.75634735e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.81041829e+00                             -3.97061162e+00                             -1.07824099e+01                              0.00000000e+00                              1.93736291e-02                              7.09999251e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.80153136e+00                             -5.84514874e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.60450737e-01                              0.00000000e+00                              3.46166572e+00                              3.33294695e+01                              5.24283990e-01                              7.61597522e+00                              0.00000000e+00                              9.52196635e-01                              6.72245763e-02                              1.99929632e+48                             -1.00000000e+00
                              9.00000000e+00                              6.37903987e+02                              7.09999939e+00                             -8.09311947e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.20945063e+00                             -2.95474483e+00                             -4.76167849e+00                             -9.90000000e+01                             -6.76086230e+01                              3.59291495e+00                              3.20945308e+00                              1.94157256e+00                              1.40621633e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.63180263e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -6.62670183e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.81274574e+00                             -3.96358833e+00                             -1.07742983e+01                              0.00000000e+00                              1.93742382e-02                              7.09999260e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.76167849e+00                             -5.83080416e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.64178373e-01                              0.00000000e+00                              3.49859520e+00                              3.36873868e+01                              5.23826947e-01                              7.60532512e+00                              0.00000000e+00                              9.52201675e-01                              6.72061045e-02                              2.01008869e+48                             -1.00000000e+00
                              1.00000000e+01                              6.64967411e+02                              7.09999937e+00                             -7.98426512e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.20589559e+00                             -2.95184876e+00                             -4.72077216e+00                             -9.90000000e+01                             -9.90000000e+01                              3.59325359e+00                              3.20589800e+00                              1.93911776e+00                              1.41112592e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.63457738e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -6.49558226e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.81513820e+00                             -3.95636712e+00                             -1.07660215e+01                              0.00000000e+00                              1.93748901e-02                              7.09999269e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.72077216e+00                             -5.81608417e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.68041681e-01                              0.00000000e+00                              3.53700318e+00                              3.40594900e+01                              5.23991095e-01                              7.59910139e+00                              0.00000000e+00                              9.52206765e-01                              6.71869779e-02                              2.02124839e+48                             -1.00000000e+00
                              1.10000000e+01                              6.93173515e+02                              7.09999934e+00                             -7.87242447e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.20228574e+00                             -2.95651818e+00                             -4.67879291e+00                             -9.90000000e+01                             -9.90000000e+01                              3.59361282e+00                              3.20228810e+00                              1.93659439e+00                              1.41617267e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.63738797e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -6.36552154e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.81759710e+00                             -3.94894483e+00                             -1.07575787e+01                              0.00000000e+00                              1.93755681e-02                              7.09999279e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.67879291e+00                             -5.80098200e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.72046823e-01                              0.00000000e+00                              3.57687808e+00                              3.44459999e+01                              5.22989637e-01                              7.57505863e+00                              0.00000000e+00                              9.52212342e-01                              6.71673087e-02                              2.03278857e+48                             -1.00000000e+00
                              1.20000000e+01                              7.22569731e+02                              7.09999932e+00                             -7.75956137e-10                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.19861809e+00                             -2.95750570e+00                             -4.63573256e+00                             -9.90000000e+01                             -9.03792270e+01                              3.59399229e+00                              3.19862045e+00                              1.93400161e+00                              1.42135822e+00                             -1.34509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.64059804e-04                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -6.23413359e-05                              6.38455367e-01                              5.25064653e-05                              3.16304008e-01                              3.12198815e-08                              5.34355642e-10                              0.00000000e+00                              7.89473948e-03                              9.58321633e-05                              2.33151363e-03                              1.93179913e-02                              1.70500740e-06                              3.91863951e-03                              9.87514841e-05                              1.86437401e-03                              2.06386820e-03                              9.90095568e-04                              2.16728188e-04                              1.05449674e-05                              5.01106123e-03                              5.82012321e+00                             -3.94131723e+00                             -1.07489492e+01                              0.00000000e+00                              1.93763012e-02                              7.09999289e+00                              6.38455367e-01                              3.16304008e-01                              7.89473948e-03                              2.33151363e-03                              1.93179913e-02                              3.91863951e-03                              1.86437401e-03                              2.06386820e-03                             -4.63573256e+00                             -5.78549524e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              4.76198060e-01                              0.00000000e+00                              3.61827308e+00                              3.48473769e+01                              5.23039756e-01                              7.58419487e+00                              0.00000000e+00                              9.52218132e-01                              6.71471603e-02                              2.04471804e+48                             -1.00000000e+00
