                                           1                                           2                                           3                                           4                                           5                                           6                                           7                                           8                                           9                                          10                                          11
                              version_number                                    compiler                                       build                            MESA_SDK_version                                math_backend                                        date                                   burn_min1                                   burn_min2                                        msun                                        rsun                                        lsun
                                  "r23.05.1"                                  "gfortran"                                    "13.3.0"                       "x86_64-linux-24.7.1"                                    "CRMATH"                                  "20250329"                     5.0000000000000000E+001                     1.0000000000000000E+003                     1.9884098706980504E+033                     6.9570000000000000E+010                     3.8280000000000003E+033

                                           1                                           2                                           3                                           4                                           5                                           6                                           7                                           8                                           9                                          10                                          11                                          12                                          13                                          14                                          15                                          16                                          17                                          18                                          19                                          20                                          21                                          22                                          23                                          24                                          25                                          26                                          27                                          28                                          29                                          30                                          31                                          32                                          33                                          34                                          35                                          36                                          37                                          38                                          39                                          40                                          41                                          42                                          43                                          44                                          45                                          46                                          47                                          48                                          49                                          50                                          51                                          52                                          53                                          54                                          55                                          56                                          57                                          58                                          59                                          60                                          61                                          62                                          63                                          64                                          65                                          66                                          67                                          68                                          69                                          70                                          71                                          72                                          73                                          74                                          75                                          76                                          77                                          78
                                model_number                                    star_age                                   star_mass                                   star_mdot                                he_core_mass                                 c_core_mass                                 o_core_mass                                       log_L                              log_L_div_Ledd                                      log_LH                                     log_LHe                                      log_LZ                                    log_Teff                               log_abs_Lgrav                                       log_R                                       log_g                                  log_surf_z                              surf_avg_omega                              surf_avg_v_rot                    surf_num_c12_div_num_o16                             v_wind_Km_per_s                         surf_avg_omega_crit               surf_avg_omega_div_omega_crit                             surf_avg_v_crit                       surf_avg_v_div_v_crit                      surf_avg_Lrad_div_Ledd                           v_div_csound_surf                                  surface_h1                                 surface_he3                                 surface_he4                                 surface_li7                                 surface_be9                                 surface_b11                                 surface_c12                                 surface_c13                                 surface_n14                                 surface_o16                                 surface_f19                                surface_ne20                                surface_na23                                surface_mg24                                surface_si28                                 surface_s32                                surface_ca40                                surface_ti48                                surface_fe56                                log_center_T                              log_center_Rho                           center_degeneracy                                center_omega                                center_gamma                              mass_conv_core                                   center_h1                                  center_he4                                  center_c12                                  center_n14                                  center_o16                                 center_ne20                                 center_mg24                                 center_si28                                          pp                                         cno                                    tri_alfa                                      burn_c                                      burn_n                                      burn_o                                     c12_c12                                    delta_nu                                    delta_Pg                                      nu_max                             acoustic_cutoff                     max_conv_vel_div_csound                         max_gradT_div_grada                          gradT_excess_alpha                              min_Pgas_div_P                          max_L_rad_div_Ledd                                   e_thermal                                       phase
                              1.00000000e+00                              2.38917124e+02                              1.05999935e+01                             -2.33757867e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.71417860e+00                             -3.06555986e+00                             -6.21943965e+00                             -9.90000000e+01                             -9.90000000e+01                              3.61154871e+00                              3.71417862e+00                              2.15666902e+00                              1.14964352e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.50305368e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.33744096e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.72581323e+00                             -4.44216519e+00                             -1.15265898e+01                              0.00000000e+00                              1.56115275e-02                              1.05999130e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -6.21943965e+00                             -6.43065238e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.77198919e-01                              0.00000000e+00                              1.89733102e+00                              1.75900949e+01                              5.90374410e-01                              8.51479426e+00                              0.00000000e+00                              9.27857155e-01                              9.79595740e-02                              2.95791426e+48                             -1.00000000e+00
                              2.00000000e+00                              2.48721933e+02                              1.05999933e+01                             -2.30697835e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.71121185e+00                             -3.06477554e+00                             -6.18270621e+00                             -9.90000000e+01                             -9.90000000e+01                              3.61183020e+00                              3.71121191e+00                              2.15462267e+00                              1.15373621e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.49819121e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.29115456e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.72784821e+00                             -4.43605538e+00                             -1.15195829e+01                              0.00000000e+00                              1.56115859e-02                              1.05999142e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -6.18270621e+00                             -6.41731861e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.79110327e-01                              0.00000000e+00                              1.91469849e+00                              1.77517599e+01                              5.90283329e-01                              8.50761437e+00                              0.00000000e+00                              9.27858040e-01                              9.79577041e-02                              2.97170588e+48                             -1.00000000e+00
                              3.00000000e+00                              2.58911516e+02                              1.05999931e+01                             -2.27903623e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.70816433e+00                             -3.06413409e+00                             -6.14488054e+00                             -9.90000000e+01                             -9.29444062e+01                              3.61212320e+00                              3.70816442e+00                              2.15251292e+00                              1.15795571e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.49523535e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.26153059e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.72994638e+00                             -4.42975455e+00                             -1.15123695e+01                              0.00000000e+00                              1.56116613e-02                              1.05999148e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -6.14488054e+00                             -6.40359078e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.81094283e-01                              0.00000000e+00                              1.93275686e+00                              1.79198577e+01                              5.89899014e-01                              8.50270805e+00                              0.00000000e+00                              9.27859265e-01                              9.79553687e-02                              2.98599524e+48                             -1.00000000e+00
                              4.00000000e+00                              2.69513861e+02                              1.05999928e+01                             -2.24947096e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.70507370e+00                             -3.06802714e+00                             -6.10656546e+00                             -9.90000000e+01                             -6.62283893e+01                              3.61241871e+00                              3.70507380e+00                              2.15037659e+00                              1.16222836e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.49115445e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.19442353e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.73204557e+00                             -4.42343320e+00                             -1.15051285e+01                              0.00000000e+00                              1.56119518e-02                              1.05999154e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -6.10656546e+00                             -6.38968364e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.83115976e-01                              0.00000000e+00                              1.95120275e+00                              1.80915582e+01                              5.89699827e-01                              8.49440147e+00                              0.00000000e+00                              9.27862960e-01                              9.79498102e-02                              3.00056937e+48                             -1.00000000e+00
                              5.00000000e+00                              2.80545935e+02                              1.05999926e+01                             -2.21889704e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.70187753e+00                             -3.07004148e+00                             -6.06674282e+00                             -9.90000000e+01                             -9.65903446e+01                              3.61273446e+00                              3.70187762e+00                              2.14814699e+00                              1.16668755e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.48693271e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.19070459e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.73427308e+00                             -4.41674956e+00                             -1.14975107e+01                              0.00000000e+00                              1.56119617e-02                              1.05999170e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -6.06674282e+00                             -6.37523340e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.85240583e-01                              0.00000000e+00                              1.97061645e+00                              1.82723047e+01                              5.89310642e-01                              8.49139561e+00                              0.00000000e+00                              9.27863440e-01                              9.79476061e-02                              3.01585450e+48                             -1.00000000e+00
                              6.00000000e+00                              2.92030111e+02                              1.05999923e+01                             -2.18718636e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.69858794e+00                             -3.06875189e+00                             -6.02605326e+00                             -9.90000000e+01                             -6.18792023e+01                              3.61305227e+00                              3.69858804e+00                              2.14586658e+00                              1.17124835e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.48192458e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.13170826e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.73654090e+00                             -4.40994175e+00                             -1.14897431e+01                              0.00000000e+00                              1.56120149e-02                              1.05999179e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -6.02605326e+00                             -6.36047362e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.87433407e-01                              0.00000000e+00                              1.99071102e+00                              1.84593687e+01                              5.89085005e-01                              8.48171706e+00                              0.00000000e+00                              9.27864407e-01                              9.79447230e-02                              3.03152640e+48                             -1.00000000e+00
                              7.00000000e+00                              3.03979318e+02                              1.05999921e+01                             -2.15526189e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.69525581e+00                             -3.07122796e+00                             -5.98483185e+00                             -9.90000000e+01                             -6.17397170e+01                              3.61337463e+00                              3.69525592e+00                              2.14355579e+00                              1.17586992e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.47658133e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.06911959e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.73882519e+00                             -4.40307551e+00                             -1.14819011e+01                              0.00000000e+00                              1.56121773e-02                              1.05999188e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -5.98483185e+00                             -6.34553349e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.89671310e-01                              0.00000000e+00                              2.01126629e+00                              1.86507281e+01                              5.88906160e-01                              8.47747347e+00                              0.00000000e+00                              9.27866684e-01                              9.79399255e-02                              3.04751951e+48                             -1.00000000e+00
                              8.00000000e+00                              3.16419542e+02                              1.05999918e+01                             -2.12317352e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.69183500e+00                             -3.07216005e+00                             -5.94270701e+00                             -9.90000000e+01                             -9.74533145e+01                              3.61370470e+00                              3.69183511e+00                              2.14118524e+00                              1.18061101e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.47125388e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -2.02664785e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.74119828e+00                             -4.39596407e+00                             -1.14737817e+01                              0.00000000e+00                              1.56120786e-02                              1.05999198e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -5.94270701e+00                             -6.33026811e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.91985139e-01                              0.00000000e+00                              2.03257505e+00                              1.88491057e+01                              5.88596875e-01                              8.47127109e+00                              0.00000000e+00                              9.27865982e-01                              9.79382977e-02                              3.06400886e+48                             -1.00000000e+00
                              9.00000000e+00                              3.29364254e+02                              1.05999915e+01                             -2.09058949e-08                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              3.68831143e+00                             -3.07210732e+00                             -5.89944483e+00                             -9.90000000e+01                             -9.90000000e+01                              3.61404173e+00                              3.68831159e+00                              2.13874942e+00                              1.18548265e+00                             -1.84509847e+00                              0.00000000e+00                              0.00000000e+00                              5.44897197e-01                              1.46572267e-03                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                              0.00000000e+00                             -1.98892364e-04                              7.15399992e-01                              4.48623528e-05                              2.70255138e-01                              9.87259339e-09                              1.68978091e-10                              0.00000000e+00                              2.49653583e-03                              3.03047909e-05                              7.37289347e-04                              6.10888523e-03                              5.39170681e-07                              1.23918262e-03                              3.12279612e-05                              5.89566829e-04                              6.52652431e-04                              3.13095710e-04                              6.85354708e-05                              3.33461148e-06                              1.58463670e-03                              5.74362211e+00                             -4.38868769e+00                             -1.14654344e+01                              0.00000000e+00                              1.56121359e-02                              1.05999213e+01                              7.15399992e-01                              2.70255138e-01                              2.49653583e-03                              7.37289347e-04                              6.10888523e-03                              1.23918262e-03                              5.89566829e-04                              6.52652431e-04                             -5.89944483e+00                             -6.31459013e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                             -9.90000000e+01                              2.94382215e-01                              0.00000000e+00                              2.05471100e+00                              1.90551625e+01                              5.88399825e-01                              8.46164255e+00                              0.00000000e+00                              9.27867059e-01                              9.79341168e-02                              3.08105174e+48                             -1.00000000e+00
